"postal_code","official_riding_id","official_riding_name","latitude","longitude","city","province"
"H3B3X2",NA,NA,45.503212,-73.569465,"Montreal","QC"
"H3B3X7",NA,NA,45.498544,-73.570661,"Montreal","QC"
"H3B4A7",NA,NA,45.502058,-73.568434,"Montréal","QC"
"H3B4A9",NA,NA,45.502058,-73.568434,"Montréal","QC"
"H3B4C8",NA,NA,45.498549,-73.570661,"Montreal","QC"
"H3B4J1",NA,NA,45.515439,-73.553814,"Montréal","QC"
"H3B4L2",NA,NA,45.505249,-73.561989,"Montréal","QC"
"H3B4L8",NA,NA,45.502419,-73.563971,"Montréal","QC"
"H3B4M4",NA,NA,45.502058,-73.568434,"Montréal","QC"
"H3B4M6",NA,NA,45.502058,-73.568434,"Montréal","QC"
"H3B4M7",NA,NA,45.496275,-73.572345,"Montreal","QC"
"H3B4N7",NA,NA,45.501485,-73.564607,"Montreal","QC"
"H3B4N8",NA,NA,45.502562,-73.56855,"Montreal","QC"
"H3B4P1",NA,NA,45.503142,-73.567858,"Montreal","QC"
"H3B4P2",NA,NA,45.495987,-73.563716,"Montréal","QC"
"H3B4R4",NA,NA,45.502058,-73.568434,"Montréal","QC"
"H3B4R8",NA,NA,45.502058,-73.568434,"Montréal","QC"
"H3B4S8",NA,NA,45.498992,-73.570993,"Montréal","QC"
"H3B4S9",NA,NA,45.49968,-73.569881,"Montréal","QC"
"H3B4T9",NA,NA,45.502058,-73.568434,"Montréal","QC"
"H3B4W5",NA,NA,45.501903,-73.564397,"Montréal","QC"
"H3B4W8",NA,NA,45.609734,-73.3745,"Montréal","QC"
"H3B4Y1",NA,NA,45.497631,-73.571135,"Montréal","QC"
"H3B4Y7",NA,NA,45.515392,-73.553859,"Montréal","QC"
"H3B5C9",NA,NA,45.507441,-73.562567,"Montréal","QC"
"H3B5E9",NA,NA,45.497394,-73.571571,"Montréal","QC"
"H3B5H4",NA,NA,45.500067,-73.565785,"Montréal","QC"
"H3B5H9",NA,NA,NA,NA,NA,NA
"H3B5J3",NA,NA,45.503162,-73.567858,"Montreal","QC"
"H3C0L4",NA,NA,45.489279,-73.561866,"Montréal","QC"
"H3C1A8",NA,NA,45.497879,-73.565348,"Montréal","QC"
"H3C1C1",NA,NA,NA,NA,NA,NA
"H3C1G1",NA,NA,45.500151,-73.561325,"Montreal","QC"
"H3C1R6",NA,NA,45.501851,-73.546454,"Ile-des-soeurs","QC"
"H3C1X9",NA,NA,45.495477,-73.55256,"Montreal","QC"
"H3C2R6",NA,NA,45.505579,-73.557135,"Montréal","QC"
"H3C3A6",NA,NA,45.489343,-73.571862,"Montréal","QC"
"H3C3A9",NA,NA,45.491111,-73.561963,"Montreal","QC"
"H3C3B5",NA,NA,45.491116,-73.561963,"Montreal","QC"
"H3C3J7",NA,NA,45.491524,-73.568127,"Westmount","QC"
"H3C4M8",NA,NA,45.500989,-73.560447,"Montréal","QC"
"H3C5P1",NA,NA,45.498481,-73.553785,"Montréal","QC"
"H3C6M1",NA,NA,45.489977,-73.563608,"Montreal","QC"
"H3C6N1",NA,NA,45.498761,-73.554528,"Montréal","QC"
"H3E0A7",NA,NA,45.452286,-73.563621,"Verdun","QC"
"H3E0A8",NA,NA,45.44902,-73.554776,"Verdun","QC"
"H3E0B9",NA,NA,NA,NA,NA,NA
"H3E1J6",NA,NA,45.468018,-73.540808,"Verdun","QC"
"H3E1V6",NA,NA,45.467752,-73.542687,"Verdun","QC"
"H3E2A8",NA,NA,45.482669,-73.527996,"Verdun","QC"
"H3E3B7",NA,NA,NA,NA,NA,NA
"H3G0A2",NA,NA,45.496305,-73.571986,"Montréal","QC"
"H3G0R1",NA,NA,45.499718,-73.578406,"Montreal","QC"
"H3G1E4",NA,NA,45.498531,-73.581536,"Montréal","QC"
"H3G1E6",NA,NA,45.498256,-73.581765,"Montréal","QC"
"H3G1G3",NA,NA,45.508741,-73.574104,"Montréal","QC"
"H3G1K8",NA,NA,45.498131,-73.580049,"Montreal","QC"
"H3G1L4",NA,NA,45.586999,-73.538212,"Montreal","QC"
"H3G1N4",NA,NA,NA,NA,NA,NA
"H3G1Y2",NA,NA,45.500713,-73.578532,"Montréal","QC"
"H3G1Y3",NA,NA,45.500403,-73.5779,"Montréal","QC"
"H3G1Z9",NA,NA,45.49882,-73.57682,"Montréal","QC"
"H3G2B4",NA,NA,NA,NA,NA,NA
"H3G2G4",NA,NA,45.498268,-73.580671,"Montréal","QC"
"H3G2N6",NA,NA,45.437287,-73.847664,"Beaconsfield","QC"
"H3G2R8",NA,NA,45.498294,-73.585153,"Montréal","QC"
"H3G2T4",NA,NA,45.520793,-73.565723,"Montréal","QC"
"H3H0A2",NA,NA,45.491118,-73.582804,"Montréal","QC"
"H3H1A9",NA,NA,45.495813,-73.597064,"Montréal","QC"
"H3H1E1",NA,NA,45.499169,-73.579668,"Montréal","QC"
"H3H1E7",NA,NA,45.497182,-73.582016,"Montréal","QC"
"H3H1E8",NA,NA,45.580182,-73.434606,"Montréal","QC"
"H3H1S7",NA,NA,45.495558,-73.600712,"Montréal","QC"
"H3H1T6",NA,NA,45.49649,-73.583319,"Montréal","QC"
"H3H1V2",NA,NA,45.496381,-73.585774,"Montréal","QC"
"H3H1Y3",NA,NA,45.493989,-73.58898,"Montréal","QC"
"H3H2N7",NA,NA,45.4775,-73.564911,"Montreal","QC"
"H3H2S4",NA,NA,45.492288,-73.576491,"Montréal","QC"
"H3H2Y1",NA,NA,NA,NA,NA,NA
"H3J0A7",NA,NA,45.487411,-73.566893,"Montreal","QC"
"H3J1E9",NA,NA,NA,NA,NA,NA
"H3J2J8",NA,NA,NA,NA,NA,NA
"H3J3Y8",NA,NA,NA,NA,NA,NA
"H3K2G9",NA,NA,45.482956,-73.559469,"Montréal","QC"
"H3L3N7",NA,NA,45.555363,-73.673534,"Montreal","QC"
"H3L3P1",NA,NA,45.54849,-73.665171,"Montreal","QC"
"H3M9B8",NA,NA,NA,NA,NA,NA
"H3P3C7",NA,NA,45.524841,-73.582112,"Montréal","QC"
"H3P3J3",NA,NA,45.522276,-73.646052,"Montreal","QC"
"H3P3N2",NA,NA,45.51435,-73.632736,"Montréal","QC"
"H3P3N4",NA,NA,45.514766,-73.633494,"Montréal","QC"
"H3P4P2",NA,NA,NA,NA,NA,NA
"H3S1B7",NA,NA,45.511288,-73.6332,"Montréal","QC"
"H3S2C7",NA,NA,45.501332,-73.6272,"Montréal","QC"
"H3S2S1",NA,NA,45.499203,-73.628571,"Montréal","QC"
"H3S2S9",NA,NA,45.50187,-73.619836,"Montréal","QC"
"H3S2W9",NA,NA,45.513347,-73.631271,"Montréal","QC"
"H3T2R3",NA,NA,NA,NA,NA,NA
"H3T2T3",NA,NA,NA,NA,NA,NA
"H3V1B6",NA,NA,45.494243,-73.61187,"Montréal","QC"
"H3V1T2",NA,NA,NA,NA,NA,NA
"H3V1T5",NA,NA,NA,NA,NA,NA
"H3V2C9",NA,NA,NA,NA,NA,NA
"H3V3A6",NA,NA,NA,NA,NA,NA
"H3V3L7",NA,NA,NA,NA,NA,NA
"H3W1Y5",NA,NA,45.486059,-73.625599,"Montréal","QC"
"H3W1Y7",NA,NA,45.486917,-73.623167,"Montréal","QC"
"H3W1Y9",NA,NA,45.486711,-73.622648,"Montréal","QC"
"H3W1Z1",NA,NA,45.485951,-73.620229,"Montréal","QC"
"H3W1Z2",NA,NA,45.485317,-73.621173,"Montréal","QC"
"H3W1Z7",NA,NA,45.484763,-73.624837,"Montréal","QC"
"H3W1Z8",NA,NA,45.483838,-73.624774,"Montréal","QC"
"H3W2A1",NA,NA,45.48552,-73.627025,"Montréal","QC"
"H3W2H9",NA,NA,45.490623,-73.622582,"Montréal","QC"
"H3W2J2",NA,NA,45.489446,-73.61896,"Montréal","QC"
"H3X1C9",NA,NA,45.484497,-73.648233,"Hampstead","QC"
"H3X2P6",NA,NA,45.482635,-73.632094,"Montréal","QC"
"H3X3T7",NA,NA,45.481119,-73.6298,"Montreal","QC"
"H3X3T8",NA,NA,NA,NA,NA,NA
"H3X4B1",NA,NA,45.481285,-73.649345,"Hampstead","QC"
"H3X4E3",NA,NA,NA,NA,NA,NA
"H3X7K4",NA,NA,NA,NA,NA,NA
"H3Y1J3",NA,NA,45.486132,-73.614912,"Westmount","QC"
"H3Y1J4",NA,NA,45.486148,-73.614944,"Westmount","QC"
"H3Y2C9",NA,NA,45.488999,-73.595185,"Westmount","QC"
"H3Y2W6",NA,NA,45.486002,-73.608419,"Westmount","QC"
"H3Y2W7",NA,NA,45.485361,-73.607045,"Westmount","QC"
"H3Y2W9",NA,NA,45.486623,-73.609218,"Westmount","QC"
"H3Y2Y4",NA,NA,45.486282,-73.602686,"Westmount","QC"
"H3Y2Y5",NA,NA,45.486372,-73.602703,"Westmount","QC"
"H3Y3S4",NA,NA,NA,NA,NA,NA
"H3Y3X8",NA,NA,NA,NA,NA,NA
"H3Z1B9",NA,NA,45.488465,-73.591282,"Westmount","QC"
"H3Z1K9",NA,NA,45.488918,-73.590725,"Westmount","QC"
"H3Z1Y1",NA,NA,45.489657,-73.585226,"Montreal","QC"
"H3Z2T5",NA,NA,45.483523,-73.612293,"Montreal","QC"
"H3Z2Y5",NA,NA,45.486177,-73.587796,"Westmount","QC"
"H3Z2Y7",NA,NA,45.414739,-73.916404,"Baie-d'urfé","QC"
"H3Z3B8",NA,NA,45.484249,-73.592317,"Montréal","QC"
"H3Z3C2",NA,NA,45.488259,-73.586492,"Westmount","QC"
"H3Z3C7",NA,NA,45.483174,-73.59363,"Westmount","QC"
"H3Z3E4",NA,NA,45.495345,-73.722503,"Westmount","QC"
"H3Z3G5",NA,NA,45.483546,-73.612293,"Montreal","QC"
"H3Z7G4",NA,NA,NA,NA,NA,NA
"H4A1T6",NA,NA,45.475344,-73.607661,"Montréal","QC"
"H4A3Y6",NA,NA,NA,NA,NA,NA
"H4B2Z5",NA,NA,45.469816,-73.636651,"Montréal","QC"
"H4B3A3",NA,NA,45.46554,-73.628231,"Montréal","QC"
"H4B3H8",NA,NA,NA,NA,NA,NA
"H4B4M7",NA,NA,NA,NA,NA,NA
"H4B4S8",NA,NA,NA,NA,NA,NA
"H4C0A5",NA,NA,45.481333,-73.584859,"Montreal","QC"
"H4C0B1",NA,NA,NA,NA,NA,NA
"H4C2C1",NA,NA,45.478834,-73.575812,"Montreal","QC"
"H4C2C9",NA,NA,45.47013,-73.586636,"Montreal","QC"
"H4C2R3",NA,NA,45.477897,-73.584847,"Montreal","QC"
"H4C3P6",NA,NA,45.439617,-73.697698,"Lachine","QC"
"H4G0A2",NA,NA,45.464262,-73.570348,"Verdun","QC"
"H4J2P8",NA,NA,45.530895,-73.721943,"Montreal","QC"
"H4K2Y7",NA,NA,45.524028,-73.715879,"Saint-laurent","QC"
"H4L3L8",NA,NA,45.512073,-73.679087,"Saint-laurent","QC"
"H4M2N7",NA,NA,45.496198,-73.676383,"Saint-laurent","QC"
"H4M2P1",NA,NA,45.49711,-73.677888,"Saint-laurent","QC"
"H4M2V4",NA,NA,45.496603,-73.681731,"Saint-laurent","QC"
"H4M2V6",NA,NA,45.515999,-73.654121,"Saint-laurent","QC"
"H4N0A1",NA,NA,45.525618,-73.670917,"Saint-laurent","QC"
"H4N0A4",NA,NA,45.526884,-73.661862,"Saint-laurent","QC"
"H4N0A9",NA,NA,NA,NA,NA,NA
"H4N3A3",NA,NA,45.534423,-73.666778,"Montreal","QC"
"H4N9Z7",NA,NA,NA,NA,NA,NA
"H4P2G2",NA,NA,NA,NA,NA,NA
"H4P2T4",NA,NA,45.486494,-73.675525,"Montreal","QC"
"H4R2M9",NA,NA,45.502554,-73.707691,"Saint-laurent","QC"
"H4R2N1",NA,NA,45.497452,-73.704006,"Saint-laurent","QC"
"H4S1Y8",NA,NA,NA,NA,NA,NA
"H4S1Z1",NA,NA,45.490635,-73.72961,"Saint-laurent","QC"
"H4T1S3",NA,NA,45.494068,-73.689444,"Saint-laurent","QC"
"H4T2T4",NA,NA,45.486584,-73.675501,"Montréal","QC"
"H4W3B1",NA,NA,45.480841,-73.672457,"Côte-saint-luc","QC"
"H4W3B7",NA,NA,45.482653,-73.669133,"Côte-saint-luc","QC"
"H4W3E5",NA,NA,45.480677,-73.66938,"Côte-saint-luc","QC"
"H4W3H3",NA,NA,45.481758,-73.668585,"Côte-saint-luc","QC"
"H4W3H6",NA,NA,45.481801,-73.671476,"Côte-saint-luc","QC"
"H4W3K8",NA,NA,45.478207,-73.673217,"Côte-saint-luc","QC"
"H4X1B2",NA,NA,45.456865,-73.659627,"Montréal-ouest","QC"
"H4Y1H4",NA,NA,45.510392,-73.681848,"Saint-laurent","QC"
"H4Y1H5",NA,NA,45.510393,-73.681848,"Saint-laurent","QC"
"H4Y2A2",NA,NA,NA,NA,NA,NA
"H4Z1A9",NA,NA,45.48487,-73.616362,"Montreal","QC"
"H4Z1E8",NA,NA,45.515558,-73.53191,"Montreal","QC"
"H4Z1E9",NA,NA,45.48487,-73.616362,"Montreal","QC"
"H4Z1H1",NA,NA,45.513337,-73.533843,"Montreal","QC"
"H4Z1H6",NA,NA,45.438538,-73.671458,"Lachine","QC"
"H4Z1J2",NA,NA,45.513341,-73.533843,"Montreal","QC"
"H4Z1M1",NA,NA,45.513359,-73.533843,"Montreal","QC"
"H4Z2W5",NA,NA,NA,NA,NA,NA
"H5A1K6",NA,NA,45.50049,-73.562998,"Montréal","QC"
"H5A1M1",NA,NA,45.500795,-73.56523,"Montréal","QC"
"H5B1B4",NA,NA,45.954566,-73.453967,"Montreal","QC"
"H5B1B7",NA,NA,45.588429,-73.517286,"Montreal","QC"
"H5B1C3",NA,NA,45.506678,-73.562313,"Montreal","QC"
"H5B1H3",NA,NA,45.54957,-73.535839,"Montréal","QC"
"H5B5C9",NA,NA,NA,NA,NA,NA
"H5E1N5",NA,NA,NA,NA,NA,NA
"H5H5E1",NA,NA,NA,NA,NA,NA
"H5Y3W9",NA,NA,NA,NA,NA,NA
"H6C1V4",NA,NA,NA,NA,NA,NA
"H6E7Y8",NA,NA,NA,NA,NA,NA
"H7B0B2",NA,NA,NA,NA,NA,NA
"H7B0B4",NA,NA,NA,NA,NA,NA
"H7B2Y3",NA,NA,NA,NA,NA,NA
"H7C3X2",NA,NA,NA,NA,NA,NA
"H7C4C7",NA,NA,NA,NA,NA,NA
"H7C5M4",NA,NA,NA,NA,NA,NA
"H7E6G3",NA,NA,NA,NA,NA,NA
"H7G4S7",NA,NA,45.592457,-73.693499,"Laval","QC"
"H7G4Y9",NA,NA,45.589632,-73.693389,"Laval","QC"
"H7H0A9",NA,NA,NA,NA,NA,NA
"H7H4V6",NA,NA,NA,NA,NA,NA
"H7L0G6",24040,"Marc-Aurèle-Fortin",NA,NA,NA,NA
"H7L1K5",NA,NA,45.656314,-73.718985,"Laval","QC"
"H7L3A2",NA,NA,45.54179,-73.74539,"Sainte-rose","QC"
"H7L4V6",NA,NA,45.539701,-73.743715,"Sainte-rose","QC"
"H7L4Y6",NA,NA,45.612798,-73.78871,"Laval","QC"
"H7L5W5",NA,NA,45.603873,-73.749833,"Laval","QC"
"H7M5Y6",NA,NA,45.592004,-73.716199,"Vimont","QC"
"H7N5J7",NA,NA,45.556152,-73.703964,"Laval","QC"
"H7P0B7",NA,NA,45.57828,-73.757692,"Laval","QC"
"H7R1L2",NA,NA,45.567155,-73.826912,"Laval","QC"
"H7R6K7",NA,NA,45.555895,-73.879856,"Laval","QC"
"H7S2J2",NA,NA,45.571003,-73.720899,"Laval","QC"
"H7S2T9",NA,NA,NA,NA,NA,NA
"H7T0E1",NA,NA,45.562155,-73.752495,"Laval","QC"
"H7T5W6",NA,NA,NA,NA,NA,NA
"H7V0A6",NA,NA,45.549058,-73.731058,"Laval","QC"
"H7V2S7",NA,NA,45.575557,-73.771054,"Laval","QC"
"H7V3P9",NA,NA,45.566857,-73.729769,"Laval","QC"
"H7V8P3",NA,NA,NA,NA,NA,NA
"H7W0G4",24033,"Laval—Les Îles",NA,NA,NA,NA
"H7W4C6",NA,NA,45.522302,-73.755187,"Laval","QC"
"H7X0B8",NA,NA,NA,NA,NA,NA
"H7Y2E2",NA,NA,45.519482,-73.836303,"Laval","QC"
"H7Y2W2",NA,NA,NA,NA,NA,NA
"H7Y3P7",NA,NA,NA,NA,NA,NA
"H8B2M1",NA,NA,NA,NA,NA,NA
"H8L1Z1",NA,NA,NA,NA,NA,NA
"H8P3V9",NA,NA,45.426883,-73.609093,"Lasalle","QC"
"H8R0B2",24045,"Notre-Dame-de-Grâce—Lachine",NA,NA,NA,NA
"H8W1X7",NA,NA,NA,NA,NA,NA
"H8Y1P4",NA,NA,45.507472,-73.782739,"Pierrefonds","QC"
"H8Y2S2",NA,NA,45.508208,-73.80901,"Roxboro","QC"
"H8Y3H2",NA,NA,45.542147,-73.706313,"Pierrefonds","QC"
"H8Y3H9",NA,NA,45.509307,-73.821842,"Pierrefonds","QC"
"H8Z3R4",NA,NA,NA,NA,NA,NA
"H9A6C1",NA,NA,NA,NA,NA,NA
"H9B2M9",NA,NA,45.484895,-73.788168,"Dollard-des-ormeaux","QC"
"H9B3J2",NA,NA,45.484179,-73.796645,"Dollard-des-ormeaux","QC"
"H9B3S6",NA,NA,NA,NA,NA,NA
"H9C1M4",NA,NA,45.48842,-73.873118,"L'île-bizard","QC"
"H9C1P9",NA,NA,45.503494,-73.862427,"L'île-bizard","QC"
"H9E1C5",NA,NA,45.474391,-73.912548,"L'ile-bizard","QC"
"H9E5H9",NA,NA,NA,NA,NA,NA
"H9G1A8",NA,NA,45.475625,-73.850191,"Dollard-des-ormeaux","QC"
"H9G1E4",NA,NA,45.475523,-73.840868,"Dollard-des-ormeaux","QC"
"H9G1E5",NA,NA,45.47468,-73.842239,"Dollard-des-ormeaux","QC"
"H9G1E8",NA,NA,45.472725,-73.844275,"Dollard-des-ormeaux","QC"
"H9G3B9",NA,NA,45.474598,-73.835929,"Dollard-des-ormeaux","QC"
"H9H0A2",NA,NA,45.469496,-73.856245,"Pierrefonds","QC"
"H9H4K2",NA,NA,45.466833,-73.858177,"Kirkland","QC"
"H9H4P6",NA,NA,45.47368,-73.874749,"Roxboro","QC"
"H9J2N5",NA,NA,45.446464,-73.898527,"Kirkland","QC"
"H9J2P7",NA,NA,45.44391,-73.903721,"Kirkland","QC"
"H9J5A5",NA,NA,NA,NA,NA,NA
"H9J9K4",NA,NA,NA,NA,NA,NA
"H9M2X2",NA,NA,NA,NA,NA,NA
"H9M6G6",NA,NA,NA,NA,NA,NA
"H9P2N4",NA,NA,45.46011,-73.816918,"Dorval","QC"
"H9P2R8",NA,NA,45.46617,-73.782126,"Dorval","QC"
"H9P2V9",NA,NA,45.450405,-73.826142,"Dorval","QC"
"H9P4P2",NA,NA,NA,NA,NA,NA
"H9R1C7",NA,NA,45.478221,-73.797033,"Pointe-claire","QC"
"H9R1G9",NA,NA,45.454136,-73.833748,"Pointe-claire","QC"
"H9R2X8",NA,NA,45.449036,-73.83108,"Pointe-claire","QC"
"H9R2Y4",NA,NA,45.451477,-73.834592,"Pointe-claire","QC"
"H9R2Y5",NA,NA,45.451253,-73.834376,"Pointe-claire","QC"
"H9R4P8",NA,NA,45.431212,-73.831315,"Pointe-claire","QC"
"H9R4S2",NA,NA,45.462044,-73.825618,"Pointe-claire","QC"
"H9R4V6",NA,NA,45.473758,-73.806047,"Pointe-claire","QC"
"H9R5C2",NA,NA,45.451475,-73.83459,"Pointe-claire","QC"
"H9R5J4",NA,NA,45.46123,-73.839297,"Pointe Claire-dorval","QC"
"H9R6M9",NA,NA,NA,NA,NA,NA
"H9S3A4",NA,NA,45.446273,-73.755809,"Dorval","QC"
"H9S3A5",NA,NA,45.446958,-73.755231,"Dorval","QC"
"H9S3W2",NA,NA,45.439794,-73.724532,"Dorval","QC"
"H9S5K2",NA,NA,45.439066,-73.748336,"Dorval","QC"
"H9S5L9",NA,NA,45.438122,-73.747333,"Dorval","QC"
"H9S5V4",NA,NA,45.442702,-73.744221,"Dorval","QC"
"H9S5V9",NA,NA,45.445765,-73.750249,"Dorval","QC"
"H9S5X5",NA,NA,45.446821,-73.731577,"Dorval","QC"
"H9W3A4",NA,NA,45.438924,-73.840911,"Beaconsfield","QC"
"H9W3A5",NA,NA,45.439799,-73.843184,"Beaconsfield","QC"
"H9W3M9",NA,NA,45.426976,-73.862976,"Beaconsfield","QC"
"H9W3N1",NA,NA,45.426983,-73.863129,"Beaconsfield","QC"
"H9W5C2",NA,NA,45.422489,-73.869141,"Beaconsfield","QC"
"H9W5H5",NA,NA,45.42753,-73.854233,"Beaconsfield","QC"
"H9W5H6",NA,NA,45.427289,-73.853934,"Beaconsfield","QC"
"H9W5L7",NA,NA,45.429046,-73.839771,"Beaconsfield","QC"
"H9W5L8",NA,NA,45.429014,-73.839737,"Beaconsfield","QC"
"H9W5Y8",NA,NA,45.416137,-73.880256,"Beaconsfield","QC"
"H9W9M6",NA,NA,NA,NA,NA,NA
"H9X1T8",NA,NA,45.409724,-73.955091,"Senneville","QC"
"H9X2P5",NA,NA,45.414401,-73.900102,"Baie-d'urfé","QC"
"H9X3X4",NA,NA,45.441265,-73.961379,"Senneville","QC"
"H9X3Y8",NA,NA,45.420993,-73.937442,"Sainte-anne-de-bellevue","QC"
"H9X5X9",NA,NA,NA,NA,NA,NA
"J0B1H0",NA,NA,45.4743,-71.936824,"Bromptonville","QC"
"J0B2H8",NA,NA,NA,NA,NA,NA
"J0B2J0",NA,NA,45.693174,-71.482464,"Rock Forest","QC"
"J0B2K0",NA,NA,45.46455,-72.067319,"Stanstead","QC"
"J0B2S0",NA,NA,45.396029,-72.02293,"Sherbrooke","QC"
"J0B5G5",NA,NA,NA,NA,NA,NA
"J0B6G5",NA,NA,NA,NA,NA,NA
"J0E1T1",NA,NA,NA,NA,NA,NA
"J0E3Z7",NA,NA,NA,NA,NA,NA
"J0H2A0",NA,NA,45.67635,-72.891479,"Saint-hyacinthe","QC"
"J0H5C9",NA,NA,NA,NA,NA,NA
"J0L1E0",NA,NA,45.395014,-73.577047,"Candiac","QC"
"J0L1G0",NA,NA,45.382086,-73.541136,"Candiac","QC"
"J0L2S0",NA,NA,45.574091,-73.324747,"Sainte-julie","QC"
"J0L3M4",NA,NA,NA,NA,NA,NA
"J0P1A9",NA,NA,NA,NA,NA,NA
"J0P1K0",NA,NA,45.383412,-74.259142,"Notre-dame-de-l'île-perrot","QC"
"J0P1V0",NA,NA,45.404886,-74.146557,"Saint-lazare","QC"
"J0P4N7",NA,NA,NA,NA,NA,NA
"J0R0R7",NA,NA,NA,NA,NA,NA
"J0R1C0",NA,NA,45.8458,-73.760287,"St-sauveur","QC"
"J0R1L0",NA,NA,45.95223,-74.136902,"Sainte-adele","QC"
"J0R2C0",NA,NA,45.892044,-74.157418,"St-sauveur","QC"
"J0T1R7",NA,NA,NA,NA,NA,NA
"J0T2G0",NA,NA,46.111561,-74.483339,"Saint-faustin-lac-carre","QC"
"J0W1X0",NA,NA,46.525262,-74.978613,"L'ascension","QC"
"J0W1Y0",NA,NA,46.510506,-75.366543,"Kiamika","QC"
"J0X1N0",NA,NA,45.598247,-75.828683,"Chelsea","QC"
"J0X2M2",NA,NA,NA,NA,NA,NA
"J0Y1Y0",NA,NA,47.988057,-78.139788,"Riviere-heva","QC"
"J0Y2N0",NA,NA,48.126761,-77.835413,"Val-d'or","QC"
"J0Y2P0",NA,NA,48.166759,-77.724989,"Val-d'or","QC"
"J0Y2R0",NA,NA,48.206183,-77.863674,"Val-d'or","QC"
"J0Y3E4",NA,NA,NA,NA,NA,NA
"J0Z3W0",NA,NA,47.331153,-79.442267,"Belleterre","QC"
"J1C1A1",NA,NA,45.484606,-71.952626,"Sherbrooke","QC"
"J1E0G2",NA,NA,45.428444,-71.876384,"Fleurimont","QC"
"J1H1N5",NA,NA,45.402599,-71.887471,"Sherbrooke","QC"
"J1H5Y3",NA,NA,45.375548,-71.893876,"Ascot","QC"
"J1H6G4",NA,NA,45.399343,-71.89559,"Sherbrooke","QC"
"J1J4N8",NA,NA,45.438498,-71.921642,"Sherbrooke","QC"
"J1J5R8",NA,NA,NA,NA,NA,NA
"J1J6W8",NA,NA,NA,NA,NA,NA
"J1L0C2",NA,NA,45.405391,-71.947136,"Sherbrooke","QC"
"J1M1T5",NA,NA,45.36623,-71.852815,"Lennoxville","QC"
"J1M1Z4",NA,NA,45.335987,-71.838305,"Lennoxville","QC"
"J1M2E5",NA,NA,45.366578,-71.86724,"Lennoxville","QC"
"J1M2G8",NA,NA,45.366175,-71.870772,"Lennoxville","QC"
"J1N2G0",NA,NA,NA,NA,NA,NA
"J1N2X1",NA,NA,45.373531,-71.957021,"Rock Forest","QC"
"J1R0A1",NA,NA,45.394749,-72.084872,"Sherbrooke","QC"
"J1R1C0",NA,NA,45.395016,-72.005601,"Sherbrooke","QC"
"J1S0E1",24055,"Richmond—Arthabaska",NA,NA,NA,NA
"J1X5L1",NA,NA,45.256578,-72.148216,"Magog","QC"
"J1X7V3",NA,NA,45.30416,-72.111956,"Orford","QC"
"J1Y3G4",NA,NA,NA,NA,NA,NA
"J1Z1N8",NA,NA,45.932569,-72.366532,"Saint-cyrille-de-wendover","QC"
"J1Z1P1",NA,NA,45.950677,-72.422608,"Saint-cyrille-de-wendover","QC"
"J1Z1S3",NA,NA,45.946307,-72.449087,"Saint-cyrille-de-wendover","QC"
"J1Z1S6",NA,NA,45.954052,-72.463341,"Saint-cyrille-de-wendover","QC"
"J1Z1Y4",NA,NA,45.896114,-72.430775,"Saint-cyrille-de-wendover","QC"
"J1Z5R9",NA,NA,NA,NA,NA,NA
"J2B0C5",NA,NA,45.854737,-72.495837,"Drummondville","QC"
"J2B0W4",NA,NA,NA,NA,NA,NA
"J2B6V6",NA,NA,45.881646,-72.478751,"Drummondville","QC"
"J2B6V7",NA,NA,45.881647,-72.478751,"Drummondville","QC"
"J2B8G6",NA,NA,45.881661,-72.478751,"Drummondville","QC"
"J2B8Z1",NA,NA,45.857232,-72.386998,"Drummondville","QC"
"J2C0B5",NA,NA,45.87931,-72.503984,"Saint-charles-de-drummond","QC"
"J2C0G6",NA,NA,45.884735,-72.53014,"Drummondville","QC"
"J2C8V5",NA,NA,45.885036,-72.494979,"Drummondville","QC"
"J2E0A1",NA,NA,NA,NA,NA,NA
"J2E0E3",NA,NA,NA,NA,NA,NA
"J2G8C6",NA,NA,45.359008,-72.725562,"Canton De Shefford","QC"
"J2G8C7",NA,NA,45.399889,-72.692003,"Canton-de-granby","QC"
"J2G8C8",NA,NA,45.420433,-72.790332,"Canton-de-granby","QC"
"J2G8E2",NA,NA,45.435469,-72.702672,"Granby","QC"
"J2G8W7",NA,NA,45.402137,-72.730077,"Granby","QC"
"J2G9H8",NA,NA,45.438207,-72.709899,"Canton-de-granby","QC"
"J2G9H9",NA,NA,45.391333,-72.799838,"Granby","QC"
"J2G9J6",NA,NA,45.384302,-72.687666,"Granby","QC"
"J2G9L9",NA,NA,45.394408,-72.711477,"Granby","QC"
"J2H0J2",NA,NA,NA,NA,NA,NA
"J2H2W9",24069,"Shefford",NA,NA,NA,NA
"J2L1A9",NA,NA,45.318914,-72.666744,"Bromont","QC"
"J2L3C3",NA,NA,45.32782,-72.648204,"Bromont","QC"
"J2L5Z2",NA,NA,NA,NA,NA,NA
"J2M1W7",NA,NA,45.381532,-72.728604,"Shefford","QC"
"J2N1M6",NA,NA,NA,NA,NA,NA
"J2R1J6",NA,NA,45.665717,-72.97611,"Saint-hyacinthe","QC"
"J2R2J4",NA,NA,45.640384,-72.909484,"Saint-hyacinthe","QC"
"J2R2V4",NA,NA,NA,NA,NA,NA
"J2S7B6",NA,NA,45.625117,-72.948262,"Saint-hyacinthe","QC"
